RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,ISHAAR_ID,DECISION_ID,INSTALLMENT_SR,BALADIEH_INT_ID,PAY_COLLECTOR,CASHIER,BUDGET_YEAR,USERID,TIME_STAMP,RECEIPT_FINE_AMOUNT,RECEIPT_REMARKS,RECEIPT_ID,TVA_FEE_VALUE,RECEIPT_CODE,STAMP_VALUE
6014,2006-09-22 00:00:00,72000,3141.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2362,,,
6015,2006-09-22 00:00:00,59000,3172.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2363,,,
6016,2006-09-22 00:00:00,59000,3030.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2364,,,
6017,2006-09-22 00:00:00,46000,3023.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2365,,,
6018,2006-09-22 00:00:00,59000,3024.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2366,,,
6019,2006-09-22 00:00:00,59000,3025.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2367,,,
6020,2006-09-22 00:00:00,72000,2856.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2368,,,
6021,2006-09-22 00:00:00,306000,3583.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2369,,,
6022,2006-09-22 00:00:00,27000,3728.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2370,,,
6023,2006-09-22 00:00:00,59000,2766.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2371,,,
6024,2006-09-22 00:00:00,59000,3043.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2372,,,
6025,2006-09-22 00:00:00,65000,3044.0,,,165,3,,2006,MONABA,2006-09-26 00:00:00,,,2373,,,
6026,2006-10-09 00:00:00,65000,3045.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2374,,,
6027,2006-10-09 00:00:00,65000,3046.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2375,,,
6028,2006-10-09 00:00:00,59000,1800.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2376,,,
6028,2006-10-09 00:00:00,59000,356.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2377,,,
6028,2006-10-09 00:00:00,59000,3165.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2378,,,
6029,2006-10-09 00:00:00,65000,2754.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2379,,,
6030,2006-10-09 00:00:00,65000,2755.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2380,,,
6031,2006-10-09 00:00:00,72000,2690.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2381,,,
6032,2006-10-09 00:00:00,66000,3730.0,,,165,3,,2006,MONABA,2006-10-09 00:00:00,,,2382,,,
6033,2006-10-09 00:00:00,510000,3625.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2383,,,
6034,2006-10-09 00:00:00,59000,2706.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2384,,,
6035,2006-10-09 00:00:00,72000,3159.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2385,,,
6036,2006-10-09 00:00:00,72000,2733.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2386,,,
6037,2006-10-09 00:00:00,59000,2888.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2387,,,
6038,2006-10-09 00:00:00,65000,2756.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2388,,,
6039,2006-10-09 00:00:00,59000,3446.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2389,,,
6040,2006-10-09 00:00:00,72000,3536.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2390,,,
6041,2006-10-09 00:00:00,59000,2797.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2391,,,
6042,2006-10-09 00:00:00,85000,2798.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2392,,,
6043,2006-10-09 00:00:00,85000,3111.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2393,,,
6044,2006-10-09 00:00:00,85000,3112.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2394,,,
6045,2006-10-09 00:00:00,72000,2845.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2395,,,
6046,2006-10-09 00:00:00,213000,3598.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2396,,,
6047,2006-10-09 00:00:00,72000,2846.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2397,,,
6048,2006-10-09 00:00:00,59000,3508.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2398,,,
6049,2006-10-09 00:00:00,65000,2739.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2399,,,
6050,2006-10-09 00:00:00,59000,2676.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2400,,,
6032,2006-10-09 00:00:00,25000,3694.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2401,,,
6051,2006-10-16 00:00:00,65000,3734.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,0.0,,2402,,,
6052,2006-10-16 00:00:00,59000,2776.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2403,,,
6053,2006-10-16 00:00:00,59000,2777.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2404,,,
6054,2006-10-16 00:00:00,59000,2778.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2405,,,
6055,2006-10-16 00:00:00,72000,3037.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2406,,,
6056,2006-10-16 00:00:00,72000,3038.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2407,,,
6057,2006-10-16 00:00:00,72000,3143.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2408,,,
6058,2006-10-16 00:00:00,59000,2995.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2409,,,
6059,2006-10-16 00:00:00,51000,3855.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,0.0,,2410,,,
6060,2006-10-16 00:00:00,59000,1875.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2411,,,
6060,2006-10-16 00:00:00,59000,618.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2412,,,
6061,2006-10-16 00:00:00,72000,3122.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2413,,,
6062,2006-10-16 00:00:00,59000,2707.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,,,2414,,,
6063,2006-10-16 00:00:00,59000,2022.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,0.0,,2415,,,
6063,2006-10-16 00:00:00,59000,2020.0,,,165,3,,2006,MONABA,2006-10-16 00:00:00,0.0,,2416,,,
6064,2006-10-16 00:00:00,72000,96.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2417,,,
6064,2006-10-16 00:00:00,72000,2916.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2418,,,
6065,2006-10-16 00:00:00,46000,2825.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2419,,,
6066,2006-10-16 00:00:00,59000,3292.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2420,,,
6067,2006-10-16 00:00:00,59000,3293.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2421,,,
3561,2006-09-05 00:00:00,25000,3874.0,,,165,2,,2006,MONABA,2006-10-26 00:00:00,,,2432,,,
6069,2006-10-16 00:00:00,59000,3178.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2423,,,
6070,2006-10-16 00:00:00,46000,2836.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2424,,,
6071,2006-10-16 00:00:00,72000,2959.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2425,,,
6072,2006-10-16 00:00:00,59000,2806.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2426,,,
6073,2006-10-16 00:00:00,59000,3088.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2427,,,
6074,2006-10-16 00:00:00,72000,2908.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2428,,,
6075,2006-10-16 00:00:00,22000,3713.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2429,,,
6068,2006-10-16 00:00:00,72000,3261.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2430,,,
3562,2006-09-05 00:00:00,25000,3873.0,,,165,2,,2006,MONABA,2006-10-26 00:00:00,,,2431,,,
3563,2006-09-06 00:00:00,50000,3875.0,,,165,3,,2006,MONABA,2006-10-26 00:00:00,,,2433,,,
3564,2006-09-06 00:00:00,20000,3876.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2434,,,
3565,2006-09-06 00:00:00,25000,3877.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2435,,,
3566,2006-09-06 00:00:00,25000,3878.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2436,,,
3571,2006-09-08 00:00:00,125000,3879.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2437,,,
3572,2006-09-12 00:00:00,63000,3880.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2438,,,
3573,2006-09-12 00:00:00,15000,3881.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2439,,,
3574,2006-09-12 00:00:00,225000,3886.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2440,,,
3575,2006-09-12 00:00:00,50000,3888.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2441,,,
3576,2006-09-12 00:00:00,100000,3883.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2442,,,
3577,2006-09-12 00:00:00,75000,3887.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2443,,,
0,2006-10-30 00:00:00,0,3882.0,,,165,0,,2006,MONABA,2006-10-30 00:00:00,,,2444,,,
3578,2006-09-12 00:00:00,30000,3884.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2445,,,
3579,2006-09-12 00:00:00,200000,3885.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2446,,,
3580,2006-09-19 00:00:00,10000,3889.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2447,,,
3581,2006-09-20 00:00:00,25000,3890.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2448,,,
3582,2006-09-20 00:00:00,166000,3895.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2449,,,
3584,2006-09-20 00:00:00,510000,3896.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2450,,,
3585,2006-09-20 00:00:00,60000,3897.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2451,,,
3587,2006-09-20 00:00:00,726000,3869.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,0.0,3586و3587,2452,,,
3588,2006-09-20 00:00:00,23846000,3898.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2453,,,
3593,2006-09-27 00:00:00,10000,3891.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2454,,,
3594,2006-09-30 00:00:00,281000,3899.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2455,,,
3595,2006-10-02 00:00:00,10000,3892.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2456,,,
3596,2006-10-06 00:00:00,125000,3893.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2457,,,
3597,2006-10-06 00:00:00,658000,3900.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2458,,,
3598,2006-10-09 00:00:00,10000,3894.0,,,165,2,,2006,MONABA,2006-10-30 00:00:00,,,2459,,,
3599,2006-10-11 00:00:00,225000,3906.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2460,,,
3600,2006-10-11 00:00:00,50000,3908.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2461,,,
3601,2006-10-11 00:00:00,100000,3903.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2462,,,
3602,2006-10-11 00:00:00,75000,3907.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2463,,,
3603,2006-10-11 00:00:00,30000,3904.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2464,,,
3604,2006-10-11 00:00:00,200000,3905.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2465,,,
3609,2006-10-25 00:00:00,10000,3909.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2466,,,
3610,2006-10-28 00:00:00,30000,3910.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2467,,,
3615,2006-10-31 00:00:00,365000,3901.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2468,,,
3616,2006-10-31 00:00:00,365000,3902.0,,,165,2,,2006,MONABA,2006-11-08 00:00:00,,,2469,,,
6076,2006-11-21 00:00:00,128000,3576.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2470,,,
6077,2006-11-21 00:00:00,22000,3707.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2471,,,
6078,2006-11-21 00:00:00,72000,62.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2472,,,
6079,2006-11-21 00:00:00,91000,64.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2473,,,
6080,2006-11-21 00:00:00,59000,3011.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2474,,,
6081,2006-11-21 00:00:00,72000,3123.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2475,,,
6082,2006-11-21 00:00:00,72000,2933.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2476,,,
6083,2006-11-21 00:00:00,153000,3858.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,0.0,,2477,,,
6084,2006-11-21 00:00:00,59000,3018.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2478,,,
6086,2006-11-21 00:00:00,128000,3588.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2479,,,
6085,2006-11-21 00:00:00,72000,2944.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2480,,,
6087,2006-11-21 00:00:00,59000,2873.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,,,2481,,,
6088,2006-11-21 00:00:00,102000,3859.0,,,165,3,,2006,MONABA,2006-11-21 00:00:00,0.0,,2482,,,
6153,2007-02-19 00:00:00,72000,2947.0,,,165,3,,2007,MONABA,2007-02-21 00:00:00,,,2638,,,
7103,2008-05-13 00:00:00,59000,6183.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4202,,,
7104,2008-05-13 00:00:00,59000,5508.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4203,,,
7105,2008-05-13 00:00:00,59000,6188.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4204,,,
7106,2008-05-13 00:00:00,59000,5504.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4205,,,
7107,2008-05-13 00:00:00,72000,1515.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,,,4206,,,
7107,2008-05-13 00:00:00,72000,1893.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,,,4207,,,
7108,2008-05-13 00:00:00,1785000,5997.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4208,,,
7109,2008-05-13 00:00:00,1020000,5998.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4209,,,
7110,2008-05-13 00:00:00,146000,6087.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4210,,,
7110,2008-05-13 00:00:00,10000,6116.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4211,,,
7111,2008-05-13 00:00:00,72000,4256.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,,,4212,,,
7111,2008-05-13 00:00:00,72000,5609.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4213,,,
7112,2008-05-13 00:00:00,59000,5526.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4214,,,
7113,2008-05-13 00:00:00,72000,6402.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4215,,,
7114,2008-05-14 00:00:00,72000,5826.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4216,,,
7115,2008-05-14 00:00:00,59000,5901.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4217,,,
7116,2008-05-14 00:00:00,72000,5902.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4218,,,
7117,2008-05-14 00:00:00,325000,5963.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4219,,,
7118,2008-05-14 00:00:00,72000,5716.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4220,,,
7119,2008-05-14 00:00:00,59000,5412.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4221,,,
7120,2008-05-14 00:00:00,91000,5641.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4222,,,
7121,2008-05-14 00:00:00,91000,5699.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4223,,,
7122,2008-05-14 00:00:00,59000,5847.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4224,,,
7123,2008-05-14 00:00:00,46000,5926.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4225,,,
7124,2008-05-15 00:00:00,59000,5831.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4226,,,
7125,2008-05-15 00:00:00,46000,6324.0,,,165,3,,2008,MONABA,2008-05-20 00:00:00,0.0,,4227,,,
4147,2008-04-01 00:00:00,25000,6538.0,,,165,2,,2008,MONABA,2008-05-21 00:00:00,,,4228,,,
4155,2008-04-02 00:00:00,25000,6543.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4229,,,
4156,2008-04-02 00:00:00,25000,6544.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4230,,,
4157,2008-04-02 00:00:00,25000,6545.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4231,,,
4158,2008-04-02 00:00:00,25000,6546.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4232,,,
4159,2008-04-02 00:00:00,10000,6547.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4233,,,
4160,2008-04-02 00:00:00,10000,6548.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4234,,,
4161,2008-04-02 00:00:00,10000,6549.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4235,,,
4162,2008-04-02 00:00:00,660000,6550.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4236,,,
4163,2008-04-02 00:00:00,330000,6551.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4237,,,
4164,2008-04-02 00:00:00,330000,6552.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4238,,,
4165,2008-04-09 00:00:00,10000,6553.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4239,,,
4166,2008-04-09 00:00:00,100000,6554.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4240,,,
4167,2008-04-09 00:00:00,225000,6555.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4241,,,
4168,2008-04-09 00:00:00,75000,6556.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4242,,,
4169,2008-04-09 00:00:00,30000,6557.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4243,,,
4170,2008-04-09 00:00:00,200000,6558.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4244,,,
4171,2008-04-14 00:00:00,10000,6559.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4245,,,
4172,2008-04-14 00:00:00,10000,6560.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4246,,,
4173,2008-04-14 00:00:00,10000,6561.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4247,,,
4174,2008-04-14 00:00:00,10000,6562.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4248,,,
4175,2008-04-15 00:00:00,25000,6563.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4249,,,
4176,2008-04-15 00:00:00,25000,6564.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4250,,,
4177,2008-04-29 00:00:00,10000,6565.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4251,,,
4178,2008-04-30 00:00:00,10000,6566.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4252,,,
4179,2008-05-02 00:00:00,1069000,6567.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4253,,,
4180,2008-05-02 00:00:00,25000,6568.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4254,,,
4181,2008-05-06 00:00:00,25000,6569.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4255,,,
4182,2008-05-06 00:00:00,10000,6570.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4256,,,
4198,2008-05-08 00:00:00,100000,6571.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4257,,,
4199,2008-05-08 00:00:00,225000,6572.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4258,,,
4200,2008-05-08 00:00:00,75000,6573.0,,,165,2,,2008,MONABA,2008-05-22 00:00:00,,,4259,,,
4201,2008-05-08 00:00:00,30000,6574.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4260,,,
4202,2008-05-08 00:00:00,200000,6575.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4261,,,
4204,2008-05-19 00:00:00,25000,6577.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4262,,,
4205,2008-05-19 00:00:00,25234000,6578.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4263,,,
4209,2008-05-20 00:00:00,50000,6579.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4264,,,
4215,2008-05-20 00:00:00,10000,6580.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4265,,,
4216,2008-05-20 00:00:00,10000,6581.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4266,,,
4217,2008-05-23 00:00:00,42000,6582.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4267,,,
4218,2008-05-26 00:00:00,10000,6583.0,,,165,2,,2008,MONABA,2008-05-26 00:00:00,,,4268,,,
7126,2008-05-13 00:00:00,59000,6346.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4269,,,
7127,2008-05-13 00:00:00,59000,6347.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4270,,,
7128,2008-05-15 00:00:00,59000,2771.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,,,4271,,,
7128,2008-05-15 00:00:00,59000,4456.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,,,4272,,,
7128,2008-05-15 00:00:00,59000,5945.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4273,,,
7129,2008-05-15 00:00:00,72000,5769.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4274,,,
7130,2008-05-16 00:00:00,473000,6512.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4275,,,
7131,2008-05-16 00:00:00,1148000,6056.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4276,,,
7132,2008-05-16 00:00:00,59000,5424.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4277,,,
7133,2008-05-16 00:00:00,59000,5425.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4278,,,
7134,2008-05-16 00:00:00,59000,5426.0,,,165,3,,2008,MONABA,2008-05-29 00:00:00,0.0,,4279,,,
4110,2008-02-01 00:00:00,200000,5366.0,,,165,2,,2008,MONABA,2008-02-12 00:00:00,,,3940,,,
4111,2008-02-02 00:00:00,6424000,5367.0,,,165,2,,2008,MONABA,2008-02-12 00:00:00,,عائدات الفصل الثالث 2007,3941,,,
4112,2008-02-02 00:00:00,1439000,5368.0,,,165,2,,2008,MONABA,2008-02-15 00:00:00,,,3942,,,
4113,2008-02-07 00:00:00,25231000,5369.0,,,165,2,,2008,MONABA,2008-02-07 00:00:00,,,3943,,,
4114,2008-02-18 00:00:00,25000,5370.0,,,165,2,,2008,MONABA,2008-02-20 00:00:00,,,3944,,,
4115,2008-02-18 00:00:00,25000,5371.0,,,165,2,,2008,MONABA,2008-02-20 00:00:00,,,3945,,,
4116,2008-02-18 00:00:00,10000,5372.0,,,165,2,,2008,MONABA,2008-02-20 00:00:00,,,3946,,,
4117,2008-02-18 00:00:00,10000,5373.0,,,165,2,,2008,MONABA,2008-02-20 00:00:00,,,3947,,,
4118,2008-02-18 00:00:00,10000,5374.0,,,165,2,,2008,MONABA,2008-02-20 00:00:00,,,3948,,,
4119,2008-02-20 00:00:00,10000,5380.0,,,165,2,,2008,MONABA,2008-02-26 00:00:00,,,3949,,,
4120,2008-02-20 00:00:00,858000,5381.0,,,165,2,,2008,MONABA,2008-02-26 00:00:00,,,3950,,,
4121,2008-02-20 00:00:00,1333000,5382.0,,,165,2,,2008,MONABA,2008-02-26 00:00:00,,,3951,,,
4122,2008-02-21 00:00:00,10000,5377.0,,,165,2,,2008,MONABA,2008-02-26 00:00:00,,,3952,,,
4123,2008-02-25 00:00:00,10000,5378.0,,,165,2,,2008,MONABA,2008-02-26 00:00:00,,,3953,,,
4124,2008-02-25 00:00:00,2970000,5375.0,,,165,2,,2008,MONABA,2008-02-26 00:00:00,,,3954,,,
4125,2008-02-25 00:00:00,2970000,5376.0,,,165,2,,2008,MONABA,2008-02-26 00:00:00,,,3955,,,
4126,2008-02-26 00:00:00,10000,5379.0,,,165,2,,2008,MONABA,2008-02-26 00:00:00,,,3956,,,
4127,2008-02-27 00:00:00,25000,5383.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3957,,,
4128,2008-02-27 00:00:00,10000,5384.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3958,,,
4129,2008-03-05 00:00:00,10000,5385.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3959,,,
4130,2008-03-05 00:00:00,10000,5386.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3960,,,
4131,2008-03-06 00:00:00,10000,5387.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3961,,,
4132,2008-03-07 00:00:00,100000,5388.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3962,,,
4133,2008-03-07 00:00:00,225000,5389.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3963,,,
4134,2008-03-07 00:00:00,75000,5390.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3964,,,
4135,2008-03-07 00:00:00,30000,5391.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3965,,,
4136,2008-03-07 00:00:00,200000,5392.0,,,165,2,,2008,MONABA,2008-03-12 00:00:00,,,3966,,,
4137,2008-03-13 00:00:00,10000,5393.0,,,165,2,,2008,MONABA,2008-03-18 00:00:00,,,3967,,,
