PAY_TRANS_ID,DOCUMENT_SEQ,TRANSACTION_SEQ,TRANSACTION_DESC,BALADIEH_INT_ID,AMOUNT,ACCOUNT_TYPE,SUB_LEDGER_ID,FEE_TYPE,FEE_DETAIL,FEE_TYPE_ID,FEE_TYPE_DET,PAYMENT_TYPE,TRANS_TYPE,TRANS_NUM,LINE_NUM,CHECK_SEQ,CHECK_NUM,BANK_CODE,CHECK_PAYOR,CHECK_DATE,CHECK_SEQ_ACC
9125,1,1,قبض رسوم - بيان رقم 2011/1208 إيصال رقم 10249,165,21000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9125,1,2,قبض رسوم - بيان رقم 2011/1208 إيصال رقم 10249,165,70000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9125,1,3,قبض رسوم - بيان رقم 2011/1208 إيصال رقم 10249,165,91000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9126,1,1,قبض رسوم - بيان رقم 2010/1148 إيصال رقم 10250,165,22000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9126,1,2,قبض رسوم - بيان رقم 2010/1148 إيصال رقم 10250,165,101000,CREDIT,871.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
9126,1,3,قبض رسوم - بيان رقم 2010/1148 إيصال رقم 10250,165,123000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9127,1,1,قبض رسوم - بيان رقم 2011/216 إيصال رقم 10250,165,27000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9127,1,2,قبض رسوم - بيان رقم 2011/216 إيصال رقم 10250,165,126000,CREDIT,871.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
9127,1,3,قبض رسوم - بيان رقم 2011/216 إيصال رقم 10250,165,153000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9990,1,2,قبض رسوم - بيان رقم 2005/1542 إيصال رقم 10644,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9990,1,3,قبض رسوم - بيان رقم 2005/1542 إيصال رقم 10644,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9991,1,1,قبض رسوم - بيان رقم 2005/1935 إيصال رقم 10644,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9256,1,9,قبض رسوم - بيان رقم 2011/2219 إيصال رقم 6027,165,11315000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9630,1,1,قبض رسوم - بيان رقم 2011/1195 إيصال رقم 10544,165,45000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9630,1,2,قبض رسوم - بيان رقم 2011/1195 إيصال رقم 10544,165,150000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9630,1,3,قبض رسوم - بيان رقم 2011/1195 إيصال رقم 10544,165,195000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9631,1,1,قبض رسوم - بيان رقم 2011/1192 إيصال رقم 10545,165,18000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9631,1,2,قبض رسوم - بيان رقم 2011/1192 إيصال رقم 10545,165,60000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9631,1,3,قبض رسوم - بيان رقم 2011/1192 إيصال رقم 10545,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9632,1,1,قبض رسوم - بيان رقم 2011/1115 إيصال رقم 10546,165,18000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9632,1,2,قبض رسوم - بيان رقم 2011/1115 إيصال رقم 10546,165,60000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9632,1,3,قبض رسوم - بيان رقم 2011/1115 إيصال رقم 10546,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9633,1,1,قبض رسوم - بيان رقم 2011/1053 إيصال رقم 10547,165,18000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9633,1,2,قبض رسوم - بيان رقم 2011/1053 إيصال رقم 10547,165,60000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9633,1,3,قبض رسوم - بيان رقم 2011/1053 إيصال رقم 10547,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9634,1,1,قبض رسوم - بيان رقم 2005/1611 إيصال رقم 10548,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9634,1,2,قبض رسوم - بيان رقم 2005/1611 إيصال رقم 10548,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9634,1,3,قبض رسوم - بيان رقم 2005/1611 إيصال رقم 10548,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9635,1,1,قبض رسوم - بيان رقم 2005/1743 إيصال رقم 10548,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9635,1,2,قبض رسوم - بيان رقم 2005/1743 إيصال رقم 10548,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9635,1,3,قبض رسوم - بيان رقم 2005/1743 إيصال رقم 10548,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9636,1,1,قبض رسوم - بيان رقم 2005/530 إيصال رقم 10548,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9636,1,2,قبض رسوم - بيان رقم 2005/530 إيصال رقم 10548,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9636,1,3,قبض رسوم - بيان رقم 2005/530 إيصال رقم 10548,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9637,1,1,قبض رسوم - بيان رقم 2006/442 إيصال رقم 10548,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9637,1,2,قبض رسوم - بيان رقم 2006/442 إيصال رقم 10548,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9637,1,3,قبض رسوم - بيان رقم 2006/442 إيصال رقم 10548,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9638,1,1,قبض رسوم - بيان رقم 2007/218 إيصال رقم 10548,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9638,1,2,قبض رسوم - بيان رقم 2007/218 إيصال رقم 10548,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9638,1,3,قبض رسوم - بيان رقم 2007/218 إيصال رقم 10548,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9639,1,1,قبض رسوم - بيان رقم 2011/1722 إيصال رقم 10549,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9639,1,2,قبض رسوم - بيان رقم 2011/1722 إيصال رقم 10549,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9639,1,3,قبض رسوم - بيان رقم 2011/1722 إيصال رقم 10549,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9640,1,1,قبض رسوم - بيان رقم 2011/1129 إيصال رقم 10550,165,21000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9640,1,2,قبض رسوم - بيان رقم 2011/1129 إيصال رقم 10550,165,70000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9640,1,3,قبض رسوم - بيان رقم 2011/1129 إيصال رقم 10550,165,91000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9641,1,1,قبض رسوم - بيان رقم 2011/1714 إيصال رقم 10537,165,19000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
9641,1,2,قبض رسوم - بيان رقم 2011/1714 إيصال رقم 10537,165,59000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
9641,1,3,قبض رسوم - بيان رقم 2011/1714 إيصال رقم 10537,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9642,1,1,قبض رسوم - بيان رقم 2011/2378 إيصال رقم 6223,165,12000,CREDIT,875.0,DIRECT,FEE,12.0,0.0,,,,,,,,,,
9642,1,2,قبض رسوم - بيان رقم 2011/2378 إيصال رقم 6223,165,2184000,CREDIT,889.0,DIRECT,FEE,15.0,0.0,,,,,,,,,,
9642,1,3,قبض رسوم - بيان رقم 2011/2378 إيصال رقم 6223,165,220000,CREDIT,607.0,DIRECT,FEE,30.0,0.0,,,,,,,,,,
9642,1,4,قبض رسوم - بيان رقم 2011/2378 إيصال رقم 6223,165,2416000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9643,1,1,قبض رسوم - بيان رقم 2011/2379 إيصال رقم 6224,165,50000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
9643,1,2,قبض رسوم - بيان رقم 2011/2379 إيصال رقم 6224,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9644,1,1,قبض رسوم - بيان رقم 2011/2380 إيصال رقم 6225,165,1129000,CREDIT,904.0,DIRECT,FEE,13.0,0.0,,,,,,,,,,
9644,1,2,قبض رسوم - بيان رقم 2011/2380 إيصال رقم 6225,165,203000,CREDIT,920.0,DIRECT,TFINE,13.0,0.0,,,,,,,,,,
9644,1,3,قبض رسوم - بيان رقم 2011/2380 إيصال رقم 6225,165,1332000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9645,1,1,قبض رسوم - بيان رقم 2011/2381 إيصال رقم 6226,165,10000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
9645,1,2,قبض رسوم - بيان رقم 2011/2381 إيصال رقم 6226,165,10000,DEBIT,647.0,,,,,10.0,,,,,,,,,
9646,1,1,قبض رسوم - بيان رقم 2011/2382 إيصال رقم 6227,165,20000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8052,1,2,قبض رسوم - بيان رقم 2006/954 إيصال رقم 9599,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
8052,1,3,قبض رسوم - بيان رقم 2006/954 إيصال رقم 9599,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8053,1,1,قبض رسوم - بيان رقم 2005/1324 إيصال رقم 9600,165,14000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8053,1,2,قبض رسوم - بيان رقم 2005/1324 إيصال رقم 9600,165,45000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
8053,1,3,قبض رسوم - بيان رقم 2005/1324 إيصال رقم 9600,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8054,1,1,قبض رسوم - بيان رقم 2005/1492 إيصال رقم 9600,165,14000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8054,1,2,قبض رسوم - بيان رقم 2005/1492 إيصال رقم 9600,165,45000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
8054,1,3,قبض رسوم - بيان رقم 2005/1492 إيصال رقم 9600,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8055,1,1,قبض رسوم - بيان رقم 2005/660 إيصال رقم 9601,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8055,1,2,قبض رسوم - بيان رقم 2005/660 إيصال رقم 9601,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
8055,1,3,قبض رسوم - بيان رقم 2005/660 إيصال رقم 9601,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8056,1,1,قبض رسوم - بيان رقم 2006/748 إيصال رقم 9601,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8056,1,2,قبض رسوم - بيان رقم 2006/748 إيصال رقم 9601,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7549,1,3,قبض رسوم - بيان رقم 2010/835 إيصال رقم 9351,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7550,1,1,قبض رسوم - بيان رقم 2010/532 إيصال رقم 9352,165,14000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
7550,1,2,قبض رسوم - بيان رقم 2010/532 إيصال رقم 9352,165,45000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7550,1,3,قبض رسوم - بيان رقم 2010/532 إيصال رقم 9352,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7551,1,1,قبض رسوم - بيان رقم 2010/711 إيصال رقم 9353,165,14000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8029,1,1,قبض رسوم - بيان رقم 2010/1206 إيصال رقم 9580,165,240000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
7467,1,2,قبض رسوم - بيان رقم 2010/433 إيصال رقم 9287,165,45000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7467,1,3,قبض رسوم - بيان رقم 2010/433 إيصال رقم 9287,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7468,1,1,قبض رسوم - بيان رقم 2010/1801 إيصال رقم 5331,165,200000,CREDIT,884.0,DIRECT,FEE,27.0,0.0,,,,,,,,,,
8472,1,1,قبض رسوم - بيان رقم 2011/2089 إيصال رقم 5827,165,10000,CREDIT,880.0,DIRECT,FEE,5.0,0.0,,,,,,,,,,
8472,1,2,قبض رسوم - بيان رقم 2011/2089 إيصال رقم 5827,165,1000,CREDIT,881.0,DIRECT,FEE,6.0,0.0,,,,,,,,,,
8375,1,2,قبض رسوم - بيان رقم 2011/102 إيصال رقم 5762,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8376,1,1,قبض رسوم - بيان رقم 2011/103 إيصال رقم 5763,165,20000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8376,1,2,قبض رسوم - بيان رقم 2011/103 إيصال رقم 5763,165,20000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8377,1,1,قبض رسوم - بيان رقم 2011/104 إيصال رقم 5764,165,10000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8377,1,2,قبض رسوم - بيان رقم 2011/104 إيصال رقم 5764,165,10000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8378,1,1,قبض رسوم - بيان رقم 2011/105 إيصال رقم 5765,165,50000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8378,1,2,قبض رسوم - بيان رقم 2011/105 إيصال رقم 5765,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8379,1,1,قبض رسوم - بيان رقم 2011/106 إيصال رقم 5766,165,50000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8379,1,2,قبض رسوم - بيان رقم 2011/106 إيصال رقم 5766,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8380,1,1,قبض رسوم - بيان رقم 2011/107 إيصال رقم 5767,165,200000,CREDIT,883.0,DIRECT,FEE,28.0,0.0,,,,,,,,,,
8380,1,2,قبض رسوم - بيان رقم 2011/107 إيصال رقم 5767,165,200000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8381,1,1,قبض رسوم - بيان رقم 2011/108 إيصال رقم 5768,165,100000,CREDIT,879.0,DIRECT,FEE,24.0,0.0,,,,,,,,,,
8381,1,2,قبض رسوم - بيان رقم 2011/108 إيصال رقم 5768,165,100000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8382,1,1,قبض رسوم - بيان رقم 2011/110 إيصال رقم 5769,165,20000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8382,1,2,قبض رسوم - بيان رقم 2011/110 إيصال رقم 5769,165,20000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8383,1,1,قبض رسوم - بيان رقم 2011/111 إيصال رقم 5770,165,20000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8383,1,2,قبض رسوم - بيان رقم 2011/111 إيصال رقم 5770,165,20000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8384,1,1,قبض رسوم - بيان رقم 2011/112 إيصال رقم 5771,165,20000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8384,1,2,قبض رسوم - بيان رقم 2011/112 إيصال رقم 5771,165,20000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8385,1,1,قبض رسوم - بيان رقم 2011/113 إيصال رقم 5772,165,200000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8385,1,2,قبض رسوم - بيان رقم 2011/113 إيصال رقم 5772,165,200000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8386,1,1,قبض رسوم - بيان رقم 2011/114 إيصال رقم 5773,165,75000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8386,1,2,قبض رسوم - بيان رقم 2011/114 إيصال رقم 5773,165,75000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8387,1,1,قبض رسوم - بيان رقم 2011/115 إيصال رقم 5774,165,50000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8387,1,2,قبض رسوم - بيان رقم 2011/115 إيصال رقم 5774,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8388,1,1,قبض رسوم - بيان رقم 2011/116 إيصال رقم 5775,165,225000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8388,1,2,قبض رسوم - بيان رقم 2011/116 إيصال رقم 5775,165,225000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8389,1,1,قبض رسوم - بيان رقم 2011/117 إيصال رقم 5776,165,50000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8389,1,2,قبض رسوم - بيان رقم 2011/117 إيصال رقم 5776,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8390,1,1,قبض رسوم - بيان رقم 2011/118 إيصال رقم 5777,165,200000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8390,1,2,قبض رسوم - بيان رقم 2011/118 إيصال رقم 5777,165,200000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8391,1,1,قبض رسوم - بيان رقم 2011/119 إيصال رقم 5778,165,1682000,CREDIT,880.0,DIRECT,FEE,5.0,0.0,,,,,,,,,,
8391,1,2,قبض رسوم - بيان رقم 2011/119 إيصال رقم 5778,165,85000,CREDIT,881.0,DIRECT,FEE,6.0,0.0,,,,,,,,,,
8391,1,3,قبض رسوم - بيان رقم 2011/119 إيصال رقم 5778,165,170000,CREDIT,882.0,DIRECT,FEE,7.0,0.0,,,,,,,,,,
8391,1,4,قبض رسوم - بيان رقم 2011/119 إيصال رقم 5778,165,66000,CREDIT,885.0,DIRECT,FEE,9.0,0.0,,,,,,,,,,
8391,1,5,قبض رسوم - بيان رقم 2011/119 إيصال رقم 5778,165,170000,CREDIT,607.0,DIRECT,FEE,30.0,0.0,,,,,,,,,,
8391,1,6,قبض رسوم - بيان رقم 2011/119 إيصال رقم 5778,165,34000,CREDIT,602.0,DIRECT,FEE,31.0,0.0,,,,,,,,,,
8391,1,7,قبض رسوم - بيان رقم 2011/119 إيصال رقم 5778,165,10000,CREDIT,880.0,DIRECT,FEE,8.0,0.0,,,,,,,,,,
8391,1,8,قبض رسوم - بيان رقم 2011/119 إيصال رقم 5778,165,2217000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8392,1,1,قبض رسوم - بيان رقم 2011/120 إيصال رقم 5779,165,50000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8218,1,1,قبض رسوم - بيان رقم 2010/2103 إيصال رقم 5655,165,225000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8218,1,2,قبض رسوم - بيان رقم 2010/2103 إيصال رقم 5655,165,225000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8219,1,1,قبض رسوم - بيان رقم 2010/2104 إيصال رقم 5656,165,50000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8219,1,2,قبض رسوم - بيان رقم 2010/2104 إيصال رقم 5656,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8220,1,1,قبض رسوم - بيان رقم 2010/2105 إيصال رقم 5657,165,200000,CREDIT,890.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
8220,1,2,قبض رسوم - بيان رقم 2010/2105 إيصال رقم 5657,165,200000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8223,1,2,قبض رسوم - بيان رقم 2010/2106 إيصال رقم 5667,165,70382600,DEBIT,647.0,,,,,10.0,,,,,,,,,
8284,1,2,قبض رسوم - بيان رقم 2011/24 إيصال رقم 5682,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8223,1,1,قبض رسوم - بيان رقم 2010/2106 إيصال رقم 5667,165,70382600,CREDIT,,DIRECT,FEE,207.0,0.0,,,,,,,,,,
8285,1,1,قبض رسوم - بيان رقم 2011/26 إيصال رقم 5684,165,50000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8285,1,2,قبض رسوم - بيان رقم 2011/26 إيصال رقم 5684,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8286,1,1,قبض رسوم - بيان رقم 2011/29 إيصال رقم 5687,165,50000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8286,1,2,قبض رسوم - بيان رقم 2011/29 إيصال رقم 5687,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7338,1,2,قبض رسوم - بيان رقم 2010/440 إيصال رقم 9201,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7338,1,3,قبض رسوم - بيان رقم 2010/440 إيصال رقم 9201,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7339,1,1,قبض رسوم - بيان رقم 2010/759 إيصال رقم 9202,165,14000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
7339,1,2,قبض رسوم - بيان رقم 2010/759 إيصال رقم 9202,165,45000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7339,1,3,قبض رسوم - بيان رقم 2010/759 إيصال رقم 9202,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7340,1,1,قبض رسوم - بيان رقم 2010/761 إيصال رقم 9203,165,21000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
7340,1,2,قبض رسوم - بيان رقم 2010/761 إيصال رقم 9203,165,70000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7340,1,3,قبض رسوم - بيان رقم 2010/761 إيصال رقم 9203,165,91000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7341,1,1,قبض رسوم - بيان رقم 2008/491 إيصال رقم 9204,165,21000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
7341,1,2,قبض رسوم - بيان رقم 2008/491 إيصال رقم 9204,165,70000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7341,1,3,قبض رسوم - بيان رقم 2008/491 إيصال رقم 9204,165,91000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7342,1,1,قبض رسوم - بيان رقم 2010/1151 إيصال رقم 9205,165,18000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
7342,1,2,قبض رسوم - بيان رقم 2010/1151 إيصال رقم 9205,165,84000,CREDIT,871.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
7342,1,3,قبض رسوم - بيان رقم 2010/1151 إيصال رقم 9205,165,102000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7343,1,1,قبض رسوم - بيان رقم 2010/173 إيصال رقم 9206,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
7343,1,2,قبض رسوم - بيان رقم 2010/173 إيصال رقم 9206,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7343,1,3,قبض رسوم - بيان رقم 2010/173 إيصال رقم 9206,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7344,1,1,قبض رسوم - بيان رقم 2009/376 إيصال رقم 9207,165,14000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
7344,1,2,قبض رسوم - بيان رقم 2009/376 إيصال رقم 9207,165,45000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
7344,1,3,قبض رسوم - بيان رقم 2009/376 إيصال رقم 9207,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
7345,1,1,قبض رسوم - بيان رقم 2010/495 إيصال رقم 9207,165,14000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
6205,1,2,قبض رسوم - بيان رقم 2010/2 إيصال رقم 4941,165,850000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8298,1,2,قبض رسوم - بيان رقم 2011/54 إيصال رقم 5711,165,20000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8410,1,1,قبض رسوم - بيان رقم 2011/138 إيصال رقم 5797,165,20000,CREDIT,901.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
8532,1,1,قبض رسوم - بيان رقم 2010/652 إيصال رقم 9742,165,17000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8532,1,2,قبض رسوم - بيان رقم 2010/652 إيصال رقم 9742,165,55000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
8532,1,3,قبض رسوم - بيان رقم 2010/652 إيصال رقم 9742,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8533,1,1,قبض رسوم - بيان رقم 2011/1754 إيصال رقم 9743,165,23000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8533,1,2,قبض رسوم - بيان رقم 2011/1754 إيصال رقم 9743,165,75000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
8533,1,3,قبض رسوم - بيان رقم 2011/1754 إيصال رقم 9743,165,98000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8534,1,1,قبض رسوم - بيان رقم 2011/1741 إيصال رقم 9744,165,26000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8534,1,2,قبض رسوم - بيان رقم 2011/1741 إيصال رقم 9744,165,85000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
8534,1,3,قبض رسوم - بيان رقم 2011/1741 إيصال رقم 9744,165,111000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8535,1,1,قبض رسوم - بيان رقم 2011/1938 إيصال رقم 9745,165,30000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8535,1,2,قبض رسوم - بيان رقم 2011/1938 إيصال رقم 9745,165,100000,CREDIT,870.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
8535,1,3,قبض رسوم - بيان رقم 2011/1938 إيصال رقم 9745,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
8536,1,1,قبض رسوم - بيان رقم 2011/2051 إيصال رقم 9746,165,60000,CREDIT,872.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
8536,1,2,قبض رسوم - بيان رقم 2011/2051 إيصال رقم 9746,165,280000,CREDIT,871.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
8536,1,3,قبض رسوم - بيان رقم 2011/2051 إيصال رقم 9746,165,340000,DEBIT,647.0,,,,,10.0,,,,,,,,,
